StockCode,product_clusters,tsne_1,tsne_2,median_unit_price,mode_description
84596F,1,19.765089,-3.3342068,1.06,SMALL MARSHMALLOWS PINK BOWL
84596G,1,19.765093,-3.3343537,1.06,SMALL CHOCOLATES PINK BOWL
84596J,1,-44.561993,-49.483887,1.05,MIXED NUTS LIGHT GREEN BOWL
84596L,1,-44.258694,-49.433224,1.05,BISCUITS SMALL BOWL LIGHT BLUE
84596b,1,18.912151,-1.1950507,2.51,SMALL DOLLY MIX DESIGN ORANGE BOWL
84596e,1,19.770487,-3.3309062,2.51,SMALL LICORICE DES PINK BOWL
84596f,1,19.770473,-3.3311665,2.46,SMALL MARSHMALLOWS PINK BOWL
84596g,1,19.77047,-3.3310268,2.46,SMALL CHOCOLATES PINK BOWL
84596l,1,-44.26165,-49.43341,2.46,BISCUITS SMALL BOWL LIGHT BLUE
84597B,1,9.27258,-21.386972,1.25,RETRO BROWN BALL ASHTRAY 
84597C,1,10.438678,-20.696806,1.25,RETRO PINK BALL ASHTRAY 
84598,1,18.048285,-11.928844,0.42,BOYS ALPHABET IRON ON PATCHES
84600,1,12.439177,29.920168,11.87,NEW BAROQUE JEWELLERY BOX 
84609,4,-7.2940564,44.038193,12.565,TALL ROCOCO CANDLE HOLDER
84613A,1,-13.71366,-15.845049,4.65,PINK NEW BAROQUE FLOCK CANDLESTICK
84613C,1,-13.7135315,-15.843758,4.65,BLUE NEW BAROQUE FLOCK CANDLESTICK
84614A,4,-7.2547307,44.00631,5.95,PINK BAROQUE FLOCK CANDLE HOLDER
84616,1,-13.854665,41.02681,44.12,SILVER ROCCOCO CHANDELIER
84617,1,12.291325,29.678017,12.75,NEW BAROQUE BLACK BOXES
84620,1,-2.0970428,-69.100555,5.95,BLUE GINGHAM ROSE CUSHION COVER
84625A,1,-5.516347,48.361404,4.37,PINK NEW BAROQUECANDLESTICK CANDLE
84625C,1,-5.516347,48.361404,4.37,BLUE NEW BAROQUE CANDLESTICK CANDLE
84629,1,9.354912,5.287319,13.45,WHITE 3 FRAME BIRDS AND TREE 
84631,1,9.909257,5.449262,11.87,FRUIT TREE AND BIRDS WALL PLAQUE
84632,4,-8.353129,9.633307,59.95,DECORATIVE HANGING SHELVING UNIT
84637,1,-35.144882,-3.4075491,5.95,KITCHEN FLOWER POTS WALL PLAQUE
84638,1,-10.065387,19.819973,6.390000000000001,SMALL KITCHEN FLOWER POTS PLAQUE
84658,1,-2.8357284,-67.734406,7.619999999999999,WHITE STITCHED CUSHION COVER
84659A,1,-74.86189,-4.558755,2.46,WHITE TRAVEL ALARM CLOCK
84660A,1,-77.60428,-6.9481525,3.325,WHITE STITCHED WALL CLOCK
84660B,1,-77.60428,-6.948152,3.325,BLACK STITCHED WALL CLOCK
84660C,1,-77.60416,-6.9498134,3.36,PINK STITCHED WALL CLOCK
84660a,1,-77.45398,-7.1919284,7.46,WHITE STITCHED WALL CLOCK
84660b,1,-77.878944,-7.152142,7.54,BLACK STITCHED WALL CLOCK
84660c,1,-77.87895,-7.152142,7.54,PINK STITCHED WALL CLOCK
84661A,1,-75.1403,-4.605286,2.51,WHITE SQUARE TABLE CLOCK
84661B,1,-75.30212,-4.7071433,2.53,BLACK SQUARE TABLE CLOCK
84661C,1,-75.1403,-4.605286,2.51,PINK SQUARE TABLE CLOCK
84661a,1,-75.31187,-5.0982795,4.96,WHITE SQUARE TABLE CLOCK
84661b,1,-75.31187,-5.0982795,4.96,BLACK SQUARE TABLE CLOCK
84663A,1,-78.932846,-7.686163,5.79,GRASS HOPPER WOODEN WALL CLOCK 
84665,1,-16.170815,-20.222794,5.95,SQUARE CHERRY BLOSSOM CABINET
84666,1,-13.063043,-10.38685,3.95,SQUARE CHERRY BLOSSOM CABINET
84673A,1,12.303443,-9.886878,0.72,PINK FLY SWAT
84673B,1,10.311241,-21.25436,1.25,BLUE FLY SWAT
84674,1,15.17729,-43.559574,4.37,FLYING PIG WATERING CAN
84675,1,15.175979,-43.560524,2.95,FROG KING WATERING CAN
84678,1,7.981914,48.960373,3.755,CLASSICAL ROSE SMALL VASE
84679,1,11.46241,51.615032,11.95,CLASSICAL ROSE TABLE LAMP
84683,1,9.827609,51.34889,1.855,CLASSICAL ROSE CANDLESTAND
84685,1,33.657585,-56.912792,7.46,BEACH HUT KEY CABINET
84686,1,-57.123337,9.090081,2.52,BEACH HUT MIRROR
84687,1,-13.590359,-47.581017,5.95,BEACH HUT SHELF W 3 DRAWERS
84688,1,66.69756,0.43153667,8.29,BEACH HUT DESIGN BLACKBOARD
84689,1,-13.00376,-10.628766,3.975,S/2 BEACH HUT TREASURE CHESTS
84691,1,47.684685,9.261448,0.7849999999999999,PACK 20 DOLLY PEGS
84692,1,10.417852,31.851248,0.84,BOX OF 24 COCKTAIL PARASOLS
84705C,1,-44.114788,-35.86381,1.25,PINK FLOCK PHOTO FRAME 
84706D,1,-74.646416,-4.8387904,5.449999999999999,CHERRY BLOSSOM TABLE CLOCK 
84706F,1,-74.81846,-4.5965786,2.95,RED PEONY TABLE CLOCK
84707A,1,15.164713,-65.09415,5.91,SILVER JEWELLED MIRROR TRINKET TRAY
84707B,1,15.334222,-64.9696,7.19,PINK JEWELLED MIRROR TRINKET TRAY
84708B,1,-44.027294,-35.63462,4.95,PINK JEWELLED PHOTO FRAME 
84709B,1,-57.06106,8.806628,5.95,PINK OVAL JEWELLED MIRROR
84711A,1,-12.870951,40.320133,7.93,SILVER OVAL SHAPE TRINKET BOX
84711B,1,11.895423,30.386429,5.91,PINK OVAL SHAPE TRINKET BOX
84712B,1,-44.001434,-35.537933,7.54,PINK JEWELLED PHOTO FRAME
84715,1,-4.319695,-16.955484,2.95,SET OF 6 ICE CREAM SKITTLES
84723,1,-46.601173,1.064155,4.95,CHERRY BLOSSOM CANVAS ART PICTURE
84725,1,-46.584915,1.070231,1.65,FREESTYLE CANVAS ART PICTURE
84731,1,10.872717,3.214052,1.02,3 BIRDS CANVAS SCREEN
84732B,1,10.887603,3.1873333,0.39,CUTE BIRD CEATURE SCREEN
84732D,1,18.426775,-12.826588,0.39,CUTE RABBIT CEATURE SCREEN 
84741C,1,-39.80109,-11.554756,1.95,CITRUS GARLAND FELT FLOWERS 
84743C,1,-41.184067,-9.625589,1.25,ORANGE FELT VASE + FLOWERS
84744,1,-36.85844,0.99674636,1.88,S/6 SEW ON CROCHET FLOWERS
84745A,4,-46.268974,-20.634523,0.42,PINK HANGING GINGHAM EASTER HEN
84745B,4,-46.26876,-20.63451,0.42,BLUE HANGING GINGHAM EASTER HEN
84746,1,-47.571,-19.496023,3.105,PINK EASTER HENS+FLOWER
84748,4,-39.77755,-11.563184,3.75,FOLK FELT HANGING MULTICOL GARLAND
84750A,1,-0.5974209,28.9251,1.95,PINK SMALL GLASS CAKE STAND
84750B,1,-0.608746,28.927776,1.17,BLACK SMALL GLASS CAKE STAND
84751B,1,-0.019700292,28.540112,2.27,BLACK MEDIUM GLASS CAKE STAND
84754,1,-14.698014,39.76466,1.855,S/15 SILVER GLASS BAUBLES IN BAG
84755,4,-12.556271,32.022797,0.9450000000000001,COLOUR GLASS T-LIGHT HOLDER HANGING
84760S,4,-9.934992,17.002354,1.45,SMALL HANGING GLASS+ZINC LANTERN
84763,4,-13.566513,2.9940681,1.855,ZINC FINISH 15CM PLANTER POTS
84766,1,-12.781572,43.33725,3.95,SILVER ROCOCO CANDLE STICK
84773,1,10.264031,51.85193,2.95,RED ROSE AND LACE C/COVER
84789,1,10.841963,3.3285792,5.605,ENCHANTED BIRD PLANT CAGE
84792,1,1.605781,-48.16902,4.68,ENCHANTED BIRD COATHANGER 5 HOOK
84795B,1,-21.90097,-24.886179,7.95,SUNSET CHECK HAMMOCK
84795C,1,-21.902784,-24.883446,7.95,OCEAN STRIPE HAMMOCK 
84795b,1,-32.524708,-24.58443,16.805,SUNSET CHECK HAMMOCK
84796A,1,-29.192127,-25.27227,10.52,PINK HAWAIIAN PICNIC HAMPER FOR 2
84796B,1,-30.25103,-25.134031,11.85,BLUE SAVANNAH PICNIC HAMPER FOR 2
84796a,1,-24.53511,-27.071768,8.379999999999999,PINK HAWAIIAN PICNIC HAMPER FOR 2
84798A,1,-37.11899,1.3884984,2.55,PINK FOXGLOVE ARTIIFCIAL FLOWER
84798B,1,-37.11899,1.3884984,2.55,PURPLE FOXGLOVE ARTIIFCIAL FLOWER
84799,1,-36.954834,0.22678895,0.835,SPRIG LAVENDER ARTIFICIAL FLOWER
84800L,1,-44.23595,2.0883377,1.905,LARGE WHITE/PINK ROSE ART FLOWER
84800M,1,-44.41256,1.9381784,1.48,MEDIUM WHITE/PINK ROSE ART FLOWER
84800S,1,-44.24602,2.1091135,1.155,SMALL WHITE/PINK ROSE ART FLOWER
84801A,1,-45.061184,1.2790625,2.1,PINK HYDRANGEA ART FLOWER
84801B,1,-45.06119,1.2790624,2.1,WHITE HYDRANGEA ART FLOWER
84802A,1,-36.38926,0.8341265,1.69,WHITE ANEMONE ARTIFICIAL FLOWER
84802B,1,-36.38926,0.8341265,1.69,PURPLE ANEMONE ARTIFICIAL FLOWER
84803A,1,-36.38926,0.8341265,1.69,PINK ALLIUM  ARTIFICIAL FLOWER
84803B,1,-36.38926,0.8341265,1.69,WHITE ALLIUM  ARTIFICIAL FLOWER
84804A,1,-5.4360595,-16.938473,1.87,CREAM DELPHINIUM ARTIFICIAL FLOWER
84804B,1,-36.334232,1.0064965,1.87,BLUE DELPHINIUM ARTIFICIAL FLOWER
84805A,1,-44.208897,0.13394333,2.5,CREAM CLIMBING HYDRANGA ART FLOWER
84805B,1,-45.061417,1.2781796,2.5,BLUE CLIMBING HYDRANGA ART FLOWER
84806A,1,-36.710537,0.26029858,0.9199999999999999,PINK CANDYSTUFT ARTIFICIAL FLOWER
84806B,1,-37.242123,0.5732551,1.25,WHITE CANDYSTUFT ARTIFICIAL FLOWER
84809A,1,-45.061184,1.2790625,2.1,WHITE CHRYSANTHEMUMS ART FLOWER
84809B,1,-45.06119,1.2790624,2.1,PINK CHRYSANTHEMUMS ART FLOWER
84813,1,10.167901,-3.417319,8.47,SET OF 4 DIAMOND NAPKIN RINGS
84816,1,11.981433,51.593082,39.95,DANISH ROSE BEDSIDE CABINET
84817,1,31.316769,1.4360666,0.42,DANISH ROSE DECORATIVE PLATE
84818,1,-44.17364,-36.479786,0.85,DANISH ROSE PHOTO FRAME
84819,1,-65.81829,-2.6080775,2.12,DANISH ROSE ROUND SEWING BOX
84820,1,16.622942,-64.91392,2.95,DANISH ROSE TRINKET TRAYS
84821,1,9.340027,51.629196,0.21,DANISH ROSE DELUXE COASTER
84823,1,11.118725,51.81992,7.95,DANISH ROSE FOLDING CHAIR
84824,1,1.4018401,29.662792,15.95,DANISH ROSE UMBRELLA STAND
84826,1,73.26762,-15.616907,0.21,ASSTD DESIGN 3D PAPER STICKERS
84827,1,72.92072,-16.820766,0.19,ASS DES PHONE SPONGE CRAFT STICKER
84828,1,-7.973421,-28.210594,2.46,JUNGLE POPSICLES ICE LOLLY MOULDS
84832,4,-13.530877,2.7050478,1.63,ZINC WILLIE WINKIE  CANDLE STICK
84836,4,-12.301403,3.9052067,1.855,ZINC METAL HEART DECORATION
84839,1,33.66745,-56.91555,5.55,SWEETHEART KEY CABINET
84840,1,-30.836777,-24.699795,12.74,SWEETHEART CARRY-ALL BASKET
84842,1,25.305004,20.384058,3.75,HELLO SAILOR BATHROOM SET
84843,1,17.268219,-33.389935,8.790000000000001,WHITE SOAP RACK WITH 2 BOTTLES
84846A,1,-57.4284,-15.911781,3.1550000000000002,SCENTED CANDLE IN DIGITALIS TIN
84847,1,25.305162,20.384285,3.75,FLORAL BATHROOM SET
84849A,4,-13.566123,27.595905,3.29,HELLO SAILOR BLUE SOAP HOLDER
84849B,4,27.071651,-37.8238,3.29,FAIRY SOAP SOAP HOLDER
84849D,4,-13.566123,27.595905,3.29,HOT BATHS SOAP HOLDER
84854,1,26.213821,19.76549,4.95,GIRLY PINK TOOL SET
84856L,1,-21.889296,6.0939174,8.91,LARGE TAHITI BEACH BAG
84856S,1,-10.835724,21.430986,4.23,SMALL TAHITI BEACH BAG
84857B,1,-2.1189022,-33.528027,1.95,BLUE MONTE CARLO HANDBAG
84857C,1,-25.143257,-26.726833,8.5,PINK MONTE CARLO HANDBAG
84858C,1,-16.626896,-19.835934,5.95,PINK RIVIERA HANDBAG
84859A,1,-13.899661,40.868713,4.13,SILVER DISCO HANDBAG
84859B,1,-20.51579,-7.127934,3.04,BLUE DISCO HANDBAG
84859C,1,-12.981126,-11.972751,4.13,PINK DISCO HANDBAG
84865,1,-40.254627,-35.229942,12.565,NEW BAROQUE BLACK PHOTO ALBUM
84870B,1,52.525864,2.3402624,3.13,BLUE GEISHA GIRL 
84870C,1,52.525864,2.3402624,3.13,GREEN GEISHA GIRL 
84872A,1,-36.753994,2.381977,13.87,TEATIME FUNKY FLOWER BACKPACK FOR 2
84872a,1,-36.754765,2.2787466,10.905,TEATIME FUNKY FLOWER BACKPACK FOR 2
84873A,1,-39.021202,3.308145,16.95,FUNKY FLOWER PICNIC BAG FOR 4
84874B,1,4.551825,-31.256865,1.64,BLUE TRAVEL FIRST AID KIT
84875B,1,-57.10668,9.026087,3.105,GREEN SQUARE COMPACT MIRROR
84875D,1,-57.157463,9.246187,1.25,BLUE SQUARE COMPACT MIRROR
84876B,4,-58.10289,9.024477,4.96,GREEN HEART COMPACT MIRROR
84876D,4,-58.1031,9.017703,5.605,BLUE HEART COMPACT MIRROR
84877A,1,-63.996964,0.5390943,2.27,PINK ROUND COMPACT MIRROR
84877B,1,-63.995792,0.5389598,3.29,GREEN ROUND COMPACT MIRROR
84877D,1,-63.99552,0.5389463,3.325,BLUE ROUND COMPACT MIRROR
84879,1,24.757181,-22.086666,1.69,ASSORTED COLOUR BIRD ORNAMENT
84880,4,0.8231673,-15.739135,7.075,WHITE WIRE EGG HOLDER
84881,4,-7.2812285,44.026333,9.535,BLUE WIRE SPIRAL CANDLE HOLDER
84882,4,0.56081206,30.488165,5.605,GREEN WIRE STANDING CANDLE HOLDER
84884A,4,-15.838399,12.734145,3.95,ANT WHITE WIRE HEART SPIRAL
84884a,4,-16.545362,12.166091,8.379999999999999,ANT WHITE WIRE HEART SPIRAL
84898F,1,-41.175755,-9.625653,3.115,YELLOW FLOWERS FELT HANDBAG KIT
84905,1,-4.3832726,-70.120766,4.955,PINK BUTTERFLY CUSHION COVER 
84906,1,-16.610723,-19.852839,5.95,PINK B'FLY C/COVER W BOBBLES
84907,1,-2.976147,-67.87569,6.720000000000001,PINK YELLOW PATCH CUSHION COVER
84910A,1,-5.215067,-66.730354,7.119999999999999,PINK PAISLEY CUSHION COVER 
84912A,1,10.486828,51.80867,3.52,PINK ROSE WASHBAG
84912B,1,10.348613,51.118423,3.36,GREEN ROSE WASHBAG
84913A,1,10.348613,51.118423,3.36,SOFT PINK ROSE TOWEL 
84913B,1,10.348613,51.118423,3.36,MINT GREEN ROSE TOWEL
84915,1,-36.509235,1.6796902,4.21,HAND TOWEL PINK FLOWER AND DAISY
84916,1,-36.509235,1.6796902,4.21,HAND TOWEL PALE BLUE W FLOWERS
84917,1,-52.71904,22.22811,4.21,WHITE HAND TOWEL WITH BUTTERFLY
84919,1,-1.8949603,-67.2,6.95,BLUE CUSHION COVER WITH FLOWER
84920,1,-36.814957,1.9271636,5.605,PINK FLOWER FABRIC PONY
84921,1,-5.4288225,-16.928583,3.75,CREAM AND PINK FLOWERS PONY 
84922,1,-52.79327,22.236832,6.27,PINK BUTTERFLY WASHBAG
84923,1,-52.717094,22.227846,4.17,PINK BUTTERFLY HANDBAG W BOBBLES
84924A,1,-26.966873,-51.65306,7.46,WAKE UP COCKEREL CALENDAR SIGN 
84924F,1,-26.779514,-55.573524,0.79,PSYCHEDELIC METAL SIGN CALENDAR
84925D,1,-34.485893,-4.836022,2.55,LA PALMIERA WALL THERMOMETER
84925F,1,-34.497234,-4.8269362,1.67,PSYCHEDELIC WALL THERMOMETER
84926A,1,8.679869,-56.873528,1.855,WAKE UP COCKEREL TILE COASTER
84926D,1,8.673483,-56.872936,1.25,LA PALMIERA TILE COASTER
84926E,1,8.642192,-57.150578,0.835,FLOWERS TILE COASTER
84926F,1,8.666377,-56.87309,0.835,PSYCHEDELIC TILE COASTER
84927A,1,6.397728,-54.2118,3.115,WAKE UP COCKEREL TILE HOOK
84927D,1,6.3977165,-54.212048,3.115,LA PALMIERA TILE HOOK
84927E,1,6.3748717,-54.181076,3.115,FLOWERS TILE HOOK
84927F,1,6.3977165,-54.212048,3.115,PSYCHEDELIC TILE HOOK
84929,1,18.546862,-13.044449,0.37,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS
84931A,1,-37.11899,1.3884984,2.55,PINK SCOTTIE DOG W FLOWER PATTERN
84931B,1,-37.34445,1.1751231,2.105,BLUE SCOTTIE DOG W FLOWER PATTERN
84944,1,22.85159,21.556265,2.4699999999999998,SET OF 6 KASHMIR FOLKART BAUBLES
84945,4,-10.865638,36.059544,1.325,MULTI COLOUR SILVER T-LIGHT HOLDER
84946,4,-26.220066,22.096415,1.855,ANTIQUE SILVER T-LIGHT GLASS
84947,1,-26.06108,22.37012,1.855,ANTIQUE SILVER TEA GLASS ENGRAVED
84949,4,-11.753749,35.01953,2.4699999999999998,SILVER HANGING T-LIGHT HOLDER
84950,4,24.252129,-22.98848,0.97,ASSORTED COLOUR T-LIGHT HOLDER
84951A,1,22.396114,22.722136,2.06,SET OF 4 PISTACHIO LOVEBIRD COASTER
84951B,1,21.411016,23.226603,1.66,SET OF 4 BLACK LOVEBIRD COASTERS
84952A,4,4.2418494,39.672203,3.75,CLEAR LOVE BIRD T-LIGHT HOLDER
84952B,4,4.2396445,39.672543,1.66,BLACK LOVE BIRD T-LIGHT HOLDER
84952C,4,4.149388,39.503246,5.605,MIRROR LOVE BIRD T-LIGHT HOLDER
84963A,1,1.780278,-1.0657444,42.95,PINK PAINTED KASHMIRI CHAIR
84963B,1,1.7748798,-1.0734177,49.95,BLUE PAINTED KASHMIRI CHAIR
84968A,1,34.023273,18.365143,11.85,SET OF 16 VINTAGE ROSE CUTLERY
84968B,1,33.441628,17.659128,12.75,SET OF 16 VINTAGE IVORY CUTLERY
84968C,1,34.315475,17.661407,12.75,SET OF 16 VINTAGE PISTACHIO CUTLERY
84968D,1,34.31547,17.661392,12.75,SET OF 16 VINTAGE RED CUTLERY
84968E,1,34.32072,17.658733,11.85,SET OF 16 VINTAGE BLACK CUTLERY
84968F,1,34.32072,17.658733,11.85,SET OF 16 VINTAGE SKY BLUE CUTLERY
84968a,1,34.011086,18.369925,25.225,SET OF 16 VINTAGE ROSE CUTLERY
84968d,1,34.26519,17.68788,24.96,SET OF 16 VINTAGE RED CUTLERY
84968e,1,34.264347,17.688301,25.225,SET OF 16 VINTAGE BLACK CUTLERY
84968f,1,34.263515,17.688711,25.49,SET OF 16 VINTAGE SKY BLUE CUTLERY
84969,1,25.167707,-22.648676,4.25,BOX OF 6 ASSORTED COLOUR TEASPOONS
84970L,4,-8.725439,27.323647,1.145,SINGLE HEART ZINC T-LIGHT HOLDER
84970S,4,-9.2358675,27.720957,1.4,HANGING HEART ZINC T-LIGHT HOLDER
84970l,4,-8.726967,27.321249,2.105,SINGLE HEART ZINC T-LIGHT HOLDER
84970s,4,-9.237066,27.72154,2.105,HANGING HEART ZINC T-LIGHT HOLDER
84971S,4,0.59151196,-49.318962,0.85,SMALL HEART FLOWERS HOOK 
84971l,4,0.653903,-49.36375,2.46,LARGE HEART FLOWERS HOOK   
84974,4,-13.553369,3.4048023,9.95,S/2 ZINC HEART DESIGN PLANTERS
84975,4,-58.116703,9.070962,1.69,HEART SHAPED MIRROR
84976,1,-57.12471,9.093562,2.49,RECTANGULAR SHAPED MIRROR
84977,4,-8.341315,33.03344,1.25,WIRE FLOWER T-LIGHT HOLDER
84978,4,-37.78184,16.36799,2.46,HANGING HEART JAR T-LIGHT HOLDER
84984A,1,-3.3819811,-68.02448,4.65,GREEN PEONY CUSHION COVER
84984B,1,-3.3819811,-68.02448,4.65,RED PEONY CUSHION COVER 
84984D,1,-3.3819811,-68.02448,4.65,ORIENTAL RED CUSHION COVER 
84985A,1,28.466434,10.056738,1.45,SET OF 72 GREEN PAPER DOILIES
84987,1,28.408491,10.101637,2.95,SET OF 36 TEATIME PAPER DOILIES
84988,4,28.995588,10.804509,2.95,SET OF 72 PINK HEART PAPER DOILIES
84989A,1,28.693275,-37.81518,0.55,75 GREEN FAIRY CAKE CASES
84989a,1,28.728943,-37.777267,2.105,75 GREEN FAIRY CAKE CASES
84990,0,28.22705,-39.01863,0.55,60 GOLD AND SILVER FAIRY CAKE CASES
84991,1,28.703863,-37.802593,0.9,60 TEATIME FAIRY CAKE CASES
84992,1,28.703863,-37.802593,0.9,72 SWEETHEART FAIRY CAKE CASES
84993A,1,9.399097,-9.624504,0.83,75 GREEN PETIT FOUR CASES
84993B,1,17.907265,-12.052529,0.42,75 BLACK PETIT FOUR CASES
84993a,1,9.695696,-10.394536,0.83,75 GREEN PETIT FOUR CASES
84997A,1,34.06776,15.736454,4.15,GREEN 3 PIECE POLKADOT CUTLERY SET
84997B,1,46.819565,-2.9581833,4.15,CHILDRENS CUTLERY RETROSPOT RED 
84997C,1,34.06776,15.736454,4.15,BLUE 3 PIECE POLKADOT CUTLERY SET
84997D,1,34.065857,15.7392845,5.805,PINK 3 PIECE POLKADOT CUTLERY SET
84997a,1,46.33936,-3.236611,8.29,CHILDRENS CUTLERY POLKADOT GREEN 
84997b,1,46.818512,-2.9574945,8.379999999999999,CHILDRENS CUTLERY RETROSPOT RED 
84997c,1,34.0638,15.742076,8.379999999999999,BLUE 3 PIECE POLKADOT CUTLERY SET
84997d,1,46.33931,-3.2366245,8.379999999999999,CHILDRENS CUTLERY POLKADOT PINK
85006,1,-65.61596,-2.7877321,1.9000000000000001,SET 4 NURSERY DES ROUND BOXES
85008,1,13.477429,31.796997,4.95,SET OF 3 CONEY ISLAND OVAL BOXES
85014A,1,42.272984,-20.978783,9.205,BLACK/BLUE POLKADOT UMBRELLA
85014B,1,41.321823,5.8984604,9.205,RED RETROSPOT UMBRELLA
85014a,1,42.1726,-20.964634,12.59,BLACK/BLUE POLKADOT UMBRELLA
85014b,1,41.52336,5.810522,12.59,RED RETROSPOT UMBRELLA
85015,1,17.866842,18.72799,2.485,SET OF 12  VINTAGE POSTCARD SET
85016,1,17.356684,18.380701,2.485,SET OF 6 VINTAGE NOTELETS KIT
85017A,1,8.97322,-9.651827,0.84,ENVELOPE 50 ROMANTIC IMAGES
85017B,1,8.973219,-9.647994,0.84,ENVELOPE 50 BLOSSOM IMAGES
85017C,1,13.760448,-10.000229,0.635,ENVELOPE 50 CURIOUS IMAGES
85018D,1,26.590883,8.584942,2.55,YULETIDE IMAGES S/6 PAPER BOXES
85019A,1,38.779957,-42.1414,3.355,ROMANTIC IMAGES NOTEBOOK SET
85019B,1,38.779957,-42.1414,3.355,BLOSSOM  IMAGES NOTEBOOK SET
85019C,1,38.781326,-42.14986,4.25,CURIOUS  IMAGES NOTEBOOK SET
85020,4,-63.986164,0.5640034,4.13,ROUND PINK HEART MIRROR
85023B,1,-6.204245,-30.02743,2.325,EAU DE NILE JEWELLED PHOTOFRAME
85023C,1,-20.945202,6.3802547,2.55,PINK LARGE JEWELED PHOTOFRAME
85024B,1,7.0678816,-29.815128,1.5499999999999998,EAU DE NILE JEWELLED PHOTOFRAME
85024C,1,-11.326306,20.36207,1.65,PINK SMALL JEWELLED PHOTOFRAME
85025B,4,-44.72726,-35.771984,2.4699999999999998,EAU DE NILE HEART SHAPE PHOTO FRAME
85025C,4,-44.72726,-35.771984,2.4699999999999998,PINK HEART SHAPE PHOTO FRAME
85026B,4,-9.4563675,32.930855,1.24,EAU DE NILE JEWELLED T-LIGHT HOLDER
85027L,1,-16.34898,-29.360891,4.95,FRENCH CHATEAU LARGE PLATTER 
85028L,1,-15.933869,-29.251846,1.95,FRENCH CHATEAU LARGE FRUIT BOWL 
85028S,1,-16.934584,-30.099379,2.25,FRENCH CHATEAU SMALL FRUITBOWL
85030,1,-16.964552,-29.663677,1.95,FRENCH CHATEAU OVAL PLATTER
85031A,1,24.397848,20.982317,3.1,ROMANTIC IMAGES SCRAP BOOK SET
85031B,1,26.239834,19.860872,4.95,BLOSSOM IMAGES SCRAP BOOK SET
85031C,1,26.218369,19.78245,4.95,CURIOUS IMAGES SCRAP BOOK SET
85032A,1,63.65194,26.013735,2.1,ROMANTIC IMAGES GIFT WRAP SET
85032B,1,63.65194,26.013735,2.1,BLOSSOM IMAGES GIFT WRAP SET
85032C,1,63.648846,26.016312,1.865,CURIOUS IMAGES GIFT WRAP SET
85032D,1,63.6459,26.018835,1.645,YULETIDE IMAGES GIFT WRAP SET
85034A,1,0.085254446,57.171146,6.27,3 GARDENIA MORRIS BOXED CANDLES
85034B,1,-0.06030829,57.474678,3.8049999999999997,3 WHITE CHOC MORRIS BOXED CANDLES
85034C,1,4.6874433,55.51047,3.81,3 ROSE MORRIS BOXED CANDLES
85034a,1,0.5093442,57.191822,8.29,3 GARDENIA MORRIS BOXED CANDLES
85034b,1,0.5093442,57.191822,8.29,3 WHITE CHOC MORRIS BOXED CANDLES
85035A,1,0.085254446,57.171146,6.27,GARDENIA 3 WICK MORRIS BOXED CANDLE
85035B,1,-0.06030829,57.474678,3.8049999999999997,CHOCOLATE 3 WICK MORRIS BOX CANDLE
85035C,1,4.689945,55.50939,3.8049999999999997,ROSE 3 WICK MORRIS BOX CANDLE
85035a,1,0.36295885,56.99342,8.47,GARDENIA 3 WICK MORRIS BOXED CANDLE
85035b,1,0.36295885,56.99342,8.47,CHOCOLATE 3 WICK MORRIS BOX CANDLE
85035c,1,4.6914372,55.529114,8.47,ROSE 3 WICK MORRIS BOX CANDLE
85036A,1,-0.07814335,57.437054,4.03,GARDENIA 1 WICK MORRIS BOXED CANDLE
85036B,1,0.11248484,57.63678,3.325,CHOCOLATE 1 WICK MORRIS BOX CANDLE
85036C,1,4.683983,55.50079,2.5700000000000003,ROSE 1 WICK MORRIS BOXED CANDLE
85036a,1,0.5093442,57.191822,8.29,GARDENIA 1 WICK MORRIS BOXED CANDLE
85036b,1,0.36295885,56.99342,8.47,CHOCOLATE 1 WICK MORRIS BOX CANDLE
85038,4,25.718786,34.356445,2.1,6 CHOCOLATE LOVE HEART T-LIGHTS
85039A,1,15.571032,43.740837,1.63,SET/4 RED MINI ROSE CANDLE IN BOWL
85039B,1,15.566513,43.736656,1.54,S/4 IVORY MINI ROSE CANDLE IN BOWL
85039C,1,15.571769,43.737526,1.64,S/4 BLACK MINI ROSE CANDLE IN BOWL
85039a,1,15.570409,43.74157,3.325,SET/4 RED MINI ROSE CANDLE IN BOWL
85040A,1,22.96079,-0.56662875,2.4699999999999998,S/4 PINK FLOWER CANDLES IN BOWL
85040B,1,22.97682,-0.5256194,2.505,SET/4 BLUE FLOWER CANDLES IN BOWL
85040a,1,22.96134,-0.5661086,3.29,S/4 PINK FLOWER CANDLES IN BOWL
85042,1,-49.3767,-51.634968,4.95,ANTIQUE LILY FAIRY LIGHTS
85045,1,-49.409042,-48.861515,4.6,GREEN CHRISTMAS TREE STRING 20LIGHT
85047,1,-47.074394,-46.837196,5.949999999999999,WHITE BEADED GARLAND STRING 20LIGHT
85048,1,-48.421513,-48.75738,8.33,15CM CHRISTMAS GLASS BALL 20 LIGHTS
85049A,1,-20.135664,-81.567795,1.855,TRADITIONAL CHRISTMAS RIBBONS
85049B,1,-18.295868,-79.957085,1.25,LUSH GREENS RIBBONS
85049C,1,-18.266228,-80.37797,1.855,ROMANTIC PINKS RIBBONS 
